,id,iso_language_code,created_at,screen_name,text,location,favorite_count,retweet_count,queried_at
43,1327005298406662145,fr,2020-11-12 21:48:12.000000,FillonBruno,@cafeyn_fr appli arnaque téléchargements encore enlevés et quand on veut recharger coupe sans arrêt en mettant vous… https://t.co/BehtBND7nF,,0,0,2020-11-15 14:04:59.383215
44,1326993906345668608,fr,2020-11-12 21:02:56.000000,Freeboxdelta1,"Le service Cafeyn, inclus avec avec la Freebox Delta, vous propose de tester ses nouvelles fonctionnalités et vous  https://t.co/ly6HOAhQbz",,0,0,2020-11-15 14:04:59.383218
45,1326963141134209024,fr,2020-11-12 19:00:41.000000,cafeyn_fr,"Antitrust : ""Contre #Google, il faut taper fort.""
Face au quasi-monopole que Google fait peser sur la publicité num… https://t.co/0rnUK7NZs0",France,0,0,2020-11-15 14:04:59.383220
46,1326934951179202566,fr,2020-11-12 17:08:40.000000,cklooz,Bonjour @cafeyn_fr à quand la présence du journal Rivarol sur votre application ?,LYON,3,0,2020-11-15 14:04:59.383222
47,1326927192371179521,fr,2020-11-12 16:37:50.000000,JiH_aiR,Ok @free @Freebox @Xavier75 @angelique75008 vous n'êtes pas capable d'effectuer les livraisons rapidement. Mais apr… https://t.co/hpXxPfjJ7A,Besançon,4,2,2020-11-15 14:04:59.383224
48,1326919901974552579,fr,2020-11-12 16:08:52.000000,mdKob1,"@cafeyn_fr Merci de votre retour!

Je ne savais pas qu'il y avait autant de différence entre les offres.
Celle de… https://t.co/81efOLjS7a",Quelque part sur le CLOUD...,0,0,2020-11-15 14:04:59.383227
49,1326919814036803584,fr,2020-11-12 16:08:31.000000,cafeyn_fr,"@N_Ki0 Bonjour, nous vous avons répondu en DM. N'hésitez pas de revenir vers nous si besoin.",France,0,0,2020-11-15 14:04:59.383229
50,1326918747488194567,fr,2020-11-12 16:04:17.000000,cafeyn_fr,"@mdKob1 Bonjour 
@mdKob1
  merci pour votre message. Veuillez trouver ci-dessous les catalogues de chaque offre. 
-… https://t.co/q83PRQZzEh",France,0,0,2020-11-15 14:04:59.383231
51,1326902755525582848,fr,2020-11-12 15:00:44.000000,cafeyn_fr,"La société chinoise #ByteDance, propriétaire de #TikTok, a déposé une requête pour contester le décret de Donald… https://t.co/ANN4lf7yUn",France,0,0,2020-11-15 14:04:59.383234
52,1326865333970374656,fr,2020-11-12 12:32:02.000000,Cdiscount,"Le saviez-vous ❓

✔️ En plus de la livraison gratuite et en express avec Cdiscount à Volonté, vous avez accès à la… https://t.co/56gD0hcsOb",France,27,2,2020-11-15 14:04:59.383236
53,1326842232276705280,fr,2020-11-12 11:00:14.000000,cafeyn_fr,"L'#Arménie et l'#Azerbaïdjan ont mis fin aux combats, avec un accord qui consacre la victoire militaire des seconds… https://t.co/gO9qM472TW",France,0,0,2020-11-15 14:04:59.383238
54,1326834680382054401,fr,2020-11-12 10:30:13.000000,cafeyn_fr,"En 2020, la quête du prince charmant qui animait la littérature dite “pour filles” a fait long feu. 
Pourtant le ge… https://t.co/doviyYOMms",France,0,0,2020-11-15 14:04:59.383240
55,1326822726632345601,fr,2020-11-12 09:42:43.000000,mdKob1,"@cafeyn_fr bonjour, je possède les deux offres suivantes et souhaite savoir laquelle est la plus étoffée (ou ce son… https://t.co/SxUTEao1LS",Quelque part sur le CLOUD...,0,0,2020-11-15 14:04:59.383243
56,1326804467921063939,fr,2020-11-12 08:30:10.000000,cafeyn_fr,"Que sait-on de l'impact du #confinement sur la #santé mentale ?
Les #femmes, les jeunes et les personnes en situati… https://t.co/ByUyCLGhYO",France,0,0,2020-11-15 14:04:59.383245
57,1326721137326215169,fr,2020-11-12 02:59:03.000000,MamZelleW,"🙋🏾‍♀️ @cafeyn_fr, c’est quand vous voulez, que je répondez accessoirement, tchip!","Marseille, Bouches-du-Rhône",0,0,2020-11-15 14:04:59.383247
58,1326600670087098369,fr,2020-11-11 19:00:21.000000,cafeyn_fr,"Et si on construisait un train de la paix entre #Séoul et #Paris ?
Depuis quelques mois, des figures politiques et… https://t.co/qbpVztkcf7",France,0,0,2020-11-15 14:04:59.383250
59,1326540299875672068,fr,2020-11-11 15:00:28.000000,cafeyn_fr,"Faux sacs #Hermès : 26 personnes, en majorité d’anciens salariés de la maison de #luxe, sont jugées pour avoir fabr… https://t.co/FSVekICZzY",France,0,0,2020-11-15 14:04:59.383252
60,1326538543578017793,fr,2020-11-11 14:53:29.000000,Charles_Magne80,"@cafeyn_fr hameçonnage? Le 11 nov. 2020 à 08:01, Cafeyn &lt;info@email.cafeyn.co&gt; a écrit : 
JE RÉACTIVE MA SUBSCRIPTION",,0,0,2020-11-15 14:04:59.383254
61,1326515246933155840,fr,2020-11-11 13:20:54.000000,sacha_vogue,"Le Figaro : Mediawan pèse un milliard dans la production
 https://t.co/vkKjBe0JhW",Parigi,0,0,2020-11-15 14:04:59.383262
62,1326515117668896768,fr,2020-11-11 13:20:24.000000,sacha_vogue,"Le Figaro : Molotov se lance dans la vidéo à la demande gratuite
 https://t.co/e38SxMDP9U",Parigi,0,0,2020-11-15 14:04:59.383264
63,1326506531400134657,fr,2020-11-11 12:46:17.000000,ericjaquet,"Aujourd'hui en France : Le plus grand restaurant routier de France autorisé à rouvrir
Trop de monde, dans cet espac… https://t.co/95NrJ1500X",Pontarlier,0,0,2020-11-15 14:04:59.383267
64,1326491145980030988,fr,2020-11-11 11:45:08.000000,cafeyn_fr,"Des milliers de personnes ont été évacuées mercredi aux #Philippines, menacées par un troisième #typhon en trois se… https://t.co/M9rdUgYirH",France,0,0,2020-11-15 14:04:59.383269
65,1326483172410986498,fr,2020-11-11 11:13:27.000000,cafeyn_fr,"Malgré les incertitudes, peut-on réserver dès maintenant ses #vacances de #Noël ?
Un éventuel assouplissement du… https://t.co/ro1l3Ly7bf",France,0,0,2020-11-15 14:04:59.383271
66,1326471443614461952,fr,2020-11-11 10:26:51.000000,Antho_Vitorino,🔍 Produire en France magazine par @Certif_OFG est également disponible sur les plateformes numériques @ePressefr et… https://t.co/4pzp9GPxJT,Paris,4,1,2020-11-15 14:04:59.383273
67,1326449799437152256,fr,2020-11-11 09:00:51.000000,bibsevran,"[RESSOURCES NUMÉRIQUES - #CAFEYN]

Viens découvrir une histoire de Dino avec les Zazous dans l'île au brouillard da… https://t.co/EbOdJL2hK6","Sevran, France",2,0,2020-11-15 14:04:59.383276
68,1326263826229112833,fr,2020-11-10 20:41:51.000000,Moustoifa,": PSG : ulcéré, Luis Fernandez demande à Leonardo de «respecter» l’histoire du club

https://t.co/FbSDITD684",ile de france,0,0,2020-11-15 14:04:59.383278
69,1326221004499275777,fr,2020-11-10 17:51:42.000000,MGrossiord,Ca pue ces petits règlements de compte au sein de “la grande famille du cinéma”... Césars : Roman Polanski et Alain… https://t.co/tXyRikZ31g,,4,3,2020-11-15 14:04:59.383280
70,1326205118090530819,fr,2020-11-10 16:48:34.000000,benoitspeybrouc,"@cafeyn_fr Fuyez, le service client est pitoyable.....",,0,0,2020-11-15 14:04:59.383282
71,1326203240480956421,fr,2020-11-10 16:41:06.000000,media_hyeres,"📰Consultez vos revues et quotidiens préférés en ligne !
Avec @cafeyn_fr, accédez à des milliers de journaux et maga… https://t.co/PcOpP7Pruu",Hyères (83400),2,1,2020-11-15 14:04:59.383285
72,1326200074280558593,fr,2020-11-10 16:28:31.000000,MESTEVE05,"Genevoix, de Gaulle, Mitterrand : Dans cet article Macron semble louer DeGaule et Mitterrand...je trouve qu il ress… https://t.co/9AqBG8sttk","Versailles, France",0,0,2020-11-15 14:04:59.383287
73,1326195686157787136,fr,2020-11-10 16:11:05.000000,Darky974,@bouyguestelecom y as plus Cafeyn dans votre offre 😢,paname south coast,0,0,2020-11-15 14:04:59.383290
74,1326178306971099136,en,2020-11-10 15:02:02.000000,f2lemat,"Society : L’inspectrice Harris

https://t.co/ieQGzCE2Qy",Rennes,0,0,2020-11-15 14:04:59.383292
75,1326165705478303745,fr,2020-11-10 14:11:57.000000,YGallene,"Coronavirus: Le parquet de Paris ouvre quatre informations judiciaires contre X
 https://t.co/dAxSguGfI4",Marseille,0,0,2020-11-15 14:04:59.383294
76,1326138612765913088,fr,2020-11-10 12:24:18.000000,MESTEVE05,Covid-19 : l’écologiste Yannick Jadot favorable à un vaccin obligatoire  --》benefice risque pas démontré...hors de… https://t.co/FNjhtrO24D,"Versailles, France",1,0,2020-11-15 14:04:59.383297
77,1326121878298255361,fr,2020-11-10 11:17:48.000000,LanFred60,@Bensikoo @lavoixdessports @cafeyn_fr Oui c'est possible,"Oise, Picardie",0,0,2020-11-15 14:04:59.383299
78,1326106842121072640,fr,2020-11-10 10:18:03.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr Voilà c'est réglé 😉 merci monsieur j'ai mis ce qu'il faut en favoris,"95 Ile de France, 60 Picardie",1,0,2020-11-15 14:04:59.383301
79,1326105293303013376,fr,2020-11-10 10:11:54.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr Possible avec l'appli l'équipe ? 🤔🤔,"95 Ile de France, 60 Picardie",0,0,2020-11-15 14:04:59.383303
80,1326104403003256834,fr,2020-11-10 10:08:22.000000,LanFred60,"@Bensikoo @lavoixdessports @cafeyn_fr Sauf que L'Equipe, avec Canal, tu l'as individuellement en te connectant sur le site de L'Equipe","Oise, Picardie",0,0,2020-11-15 14:04:59.383306
81,1326104267388760065,fr,2020-11-10 10:07:49.000000,cafeyn_fr,"@Jeux_Video_Mag  a pu tester Assassin’s Creed Valhalla pendant un peu plus de 6 heures de jeu ! Alors, l’expérience… https://t.co/Vux5pvcqS7",France,0,0,2020-11-15 14:04:59.383308
82,1326104171272151041,fr,2020-11-10 10:07:26.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr Je viens de passer sur canal effectivement 😉 par contre il me manque l'équipe,"95 Ile de France, 60 Picardie",0,0,2020-11-15 14:04:59.383310
83,1326104020595970048,fr,2020-11-10 10:06:50.000000,LanFred60,@Bensikoo @lavoixdessports @cafeyn_fr Moi via SFR j'ai arrêté l'option qui coûtait de mémoire 5 €/mois sachant qu'a… https://t.co/xQJkyF7vB6,"Oise, Picardie",0,0,2020-11-15 14:04:59.383312
84,1326102538907750400,fr,2020-11-10 10:00:57.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr Je vais voir via canal si l'offre est supérieure 🙄🙄,"95 Ile de France, 60 Picardie",0,0,2020-11-15 14:04:59.383315
85,1326102442430369793,it,2020-11-10 10:00:34.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr Via sfr 🤔🤔,"95 Ile de France, 60 Picardie",0,0,2020-11-15 14:04:59.383317
86,1326102383831748608,fr,2020-11-10 10:00:20.000000,cafeyn_fr,"#Reconfinement : le plein d’#activités pour les #enfants avec l’Ecole des loisirs. 
L’éditeur jeunesse a lancé un s… https://t.co/Ws8f1BSMUN",France,1,0,2020-11-15 14:04:59.383319
87,1326101107282759680,fr,2020-11-10 09:55:16.000000,LanFred60,@Bensikoo @lavoixdessports @cafeyn_fr Tu passes par quel abonnement ? Moi c'est via Canal+,"Oise, Picardie",0,0,2020-11-15 14:04:59.383321
88,1326096985368170496,fr,2020-11-10 09:38:53.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr Pas abonné 🤔🤔,"95 Ile de France, 60 Picardie",0,0,2020-11-15 14:04:59.383324
89,1326096933023256576,und,2020-11-10 09:38:41.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr https://t.co/edda4JOuvu,"95 Ile de France, 60 Picardie",0,0,2020-11-15 14:04:59.383326
90,1326079811761139713,fr,2020-11-10 08:30:39.000000,N_Ki0,"Bonjour @cafeyn_fr.
Auriez-vous svp des nouvelles de mon petit problème à 400 euros ?
Je n'ai aucune réponse à mes mails...",,0,0,2020-11-15 14:04:59.383328
91,1326078064644730886,fr,2020-11-10 08:23:42.000000,Bensikoo,@LanFred60 @lavoixdessports @cafeyn_fr Ya pas la version maritime 🤔🤔 juste les villes de mon côté ?,"95 Ile de France, 60 Picardie",1,0,2020-11-15 14:04:59.383331
92,1326055198444445696,fr,2020-11-10 06:52:50.000000,Andriantsimbazo,"On est dans une période de malaise sur tous les sujets et pas toujours pour de bonnes raisons. 
Le Figaro : Yaël BR… https://t.co/HFgElBvpd8",France,5,0,2020-11-15 14:04:59.383333
93,1326042901479104514,fr,2020-11-10 06:03:59.000000,sblanc66000,"Un oncologue perpignanais dénonce : ""le confinement provoque des retards de diagnostics de cancers""
 https://t.co/5FufPKBVPw",Perpignan ,53,32,2020-11-15 14:04:59.383335
94,1325912988595998720,fr,2020-11-09 21:27:45.000000,FillonBruno,"@cafeyn_fr Vous rigolez votre sav est nul il ne se passe rien et cela fait 2 mois que votre appli est une arnaque,… https://t.co/UCvPJOeG4L",,0,0,2020-11-15 14:04:59.383337
95,1325895817320869888,fr,2020-11-09 20:19:31.000000,RiriMosquito,Bonsoir @SFR_SAV je me retrouve avec l'option Cafeyn comme par magie sans jamais avoir été averti que c'était payan… https://t.co/8PdfQINdT5,Versailles du Languedoc,2,3,2020-11-15 14:04:59.383340
96,1325879916865392643,en,2020-11-09 19:16:20.000000,krug79,@LoisAlexnorth @cafeyn_uk Have a look at Readly. Thousands of magazines plus Guardian/ Observer .,"Charvet, Paris. ",1,0,2020-11-15 14:04:59.383342
97,1325835720146214912,fr,2020-11-09 16:20:43.000000,cafeyn_fr,"Seb lance une gamme de produits adaptés aux seniors ou aux personnes handicapées. 
Baptisée Includéo, cette gamme a… https://t.co/Hub9lJf7Z2",France,1,1,2020-11-15 14:04:59.383344
98,1325774189731700738,fr,2020-11-09 12:16:13.000000,up_tutur,"@cafeyn_fr Bonjour, un mode sombre est-il prévu ? Si oui pourriez-vous vous me préciser quand celui si sera disponible? Cordialement.","Rouen, France",0,0,2020-11-15 14:04:59.383346
99,1325761109907869696,fr,2020-11-09 11:24:14.000000,nikaia06200,@neumannlechypre @RakutenFrance @amazon @Cdiscount @cafeyn_fr 120€ pardon en bon cadeaux...ca m'aidera pour les bla… https://t.co/CHwwbiHpeT,nice,0,0,2020-11-15 14:04:59.383349
100,1325760771264032773,fr,2020-11-09 11:22:53.000000,nikaia06200,"@neumannlechypre Pour information @RakutenFrance  est bien mieux qu' @amazon , j'ai acheté le note20 moins cher que… https://t.co/hYV7mHzmSn",nice,0,0,2020-11-15 14:04:59.827596
101,1325756899174854657,fr,2020-11-09 11:07:30.000000,LanFred60,@RGfourth @chris_bdl @lavoixdessports @cafeyn_fr Il y a visiblement un souci avec toutes les éditions sauf la maritime,"Oise, Picardie",0,0,2020-11-15 14:04:59.827610
102,1325755542170636288,fr,2020-11-09 11:02:07.000000,RGfourth,@chris_bdl @LanFred60 @lavoixdessports @cafeyn_fr la semaine derniere je l'ai eu le mardi ou mercredi...,Lens,0,0,2020-11-15 14:04:59.827616
103,1325752436292792321,fr,2020-11-09 10:49:46.000000,LanFred60,"@Northman62 @chris_bdl @lavoixdessports @cafeyn_fr Faut mettre la version ""maritime"" et il est dispo","Oise, Picardie",1,0,2020-11-15 14:04:59.827622
104,1325752295796170754,fr,2020-11-09 10:49:13.000000,chris_bdl,@LanFred60 @lavoixdessports @cafeyn_fr @SangOrPicardie merci de l'info ;),"Bruay-la-Buissière, France",1,0,2020-11-15 14:04:59.827642
105,1325752233028358144,fr,2020-11-09 10:48:58.000000,LanFred60,"@chris_bdl @lavoixdessports @cafeyn_fr Choisis la version ""maritime"" et tu l'auras (merci @SangOrPicardie )","Oise, Picardie",1,0,2020-11-15 14:04:59.827647
106,1325752168666832896,fr,2020-11-09 10:48:42.000000,Northman62,@LanFred60 @chris_bdl @lavoixdessports @cafeyn_fr Oui. Le mercredi. Ça fait tard tour de même,"Pas-de-Calais, Nord-Pas-de-Cal",1,0,2020-11-15 14:04:59.827653
107,1325751732622782464,fr,2020-11-09 10:46:58.000000,chris_bdl,@LanFred60 @lavoixdessports @cafeyn_fr patience donc,"Bruay-la-Buissière, France",0,0,2020-11-15 14:04:59.827659
108,1325751547922354182,fr,2020-11-09 10:46:14.000000,LanFred60,"@SangOrPicardie @lavoixdessports @cafeyn_fr Ah effectivement si je change d'édition, il est dispo en ""maritime"". Merci ;)","Oise, Picardie",1,0,2020-11-15 14:04:59.827664
109,1325750976578510849,fr,2020-11-09 10:43:58.000000,SangOrPicardie,"@LanFred60 @lavoixdessports @cafeyn_fr Perso je l'ai lu ce matin, uniquement édition maritime dispo","Somme, Picardie",1,0,2020-11-15 14:04:59.827669
110,1325750881984327680,fr,2020-11-09 10:43:36.000000,LanFred60,@chris_bdl @lavoixdessports @cafeyn_fr Déjà celui de la semaine dernière a été mis en ligne que le lendemain ou surlendemain,"Oise, Picardie",0,0,2020-11-15 14:04:59.827674
111,1325750773121241088,fr,2020-11-09 10:43:10.000000,chris_bdl,@LanFred60 @lavoixdessports @cafeyn_fr la même...,"Bruay-la-Buissière, France",1,0,2020-11-15 14:04:59.827679
112,1325750169829306368,fr,2020-11-09 10:40:46.000000,LanFred60,Il n'y a que moi qui n'ait pas l'édition du jour de @lavoixdessports sur @cafeyn_fr ?,"Oise, Picardie",0,0,2020-11-15 14:04:59.827684
113,1325739521326145536,fr,2020-11-09 09:58:27.000000,charlesjombart,"@cafeyn_fr bonjour, l'édition d'aujourd'hui de La Voix des Sports n'est pas encore disponible, est-ce normal ?",En apesanteur ,0,0,2020-11-15 14:04:59.827689
114,1325738687179710466,fr,2020-11-09 09:55:08.000000,cafeyn_fr,"Le #Sénat se penche sur le budget de la #Sécu, plombé par le #Covid_19. 
Le « trou » de la Sécurité sociale, que le… https://t.co/hFeNv4BTaA",France,0,0,2020-11-15 14:04:59.827694
115,1325724501938745345,fr,2020-11-09 08:58:46.000000,cafeyn_fr,"#Trump : la fin de l’immunité présidentielle. 🇺🇸
Trafics d’influence, arrangements fiscaux, conflits d’intérêts… Un… https://t.co/8m3MtYw0cj",France,0,0,2020-11-15 14:04:59.827699
116,1325683404059324417,fr,2020-11-09 06:15:28.000000,Fiona_bonassin,"Libération : Journaliste de «Libé» mis en cause par L’IGPN : une atteinte à la liberté de la presse
 https://t.co/Lic1lWuF7Q","Paris, France",0,0,2020-11-15 14:04:59.827704
117,1325552470291066880,fr,2020-11-08 21:35:11.000000,MONIK_MKB,@cafeyn_fr Vs manquez d'élégance Ok mon abonnement fonctionnait jusqu'au 8:il est 22h30!il n'est même pas possible… https://t.co/NmN9faA3pE,,0,0,2020-11-15 14:04:59.827709
118,1325545216816926722,fr,2020-11-08 21:06:21.000000,rouennes,@Abygae @NChaEnbyae @calamity_jay déso j'avais pas vu passer ta réponse : en effet moi j'ai Cafeyn en plus :/,"Rennes, Rouen",2,0,2020-11-15 14:04:59.827714
119,1325543262887800834,fr,2020-11-08 20:58:35.000000,Ewistiti,"@Abygae @rouennes @NChaEnbyae @calamity_jay Sur mobile, si j'ai bien compris, il me semble qu'il faille tout d'abor… https://t.co/8wr7sTdGLe",Sous une montagne,2,0,2020-11-15 14:04:59.827718
120,1325513479688695813,fr,2020-11-08 19:00:15.000000,cafeyn_fr,"À Rome, Laeticia #Hallyday a trouvé les clés du bonheur avec Jalil Lespert qui prépare un #biopic sur Johnny.… https://t.co/oeLWalwkP1",France,0,0,2020-11-15 14:04:59.827723
121,1325495035064934400,fr,2020-11-08 17:46:57.000000,rouennes,"@Abygae @NChaEnbyae @calamity_jay et quand t'es sur mycanal (sur le site internet surtout, j'ai pas testé sur les a… https://t.co/Xdp8RipknJ","Rennes, Rouen",1,0,2020-11-15 14:04:59.827728
122,1325462036835348481,it,2020-11-08 15:35:50.000000,fevc92,@cafeyn_fr Ha non merci,"Paris, France",0,0,2020-11-15 14:04:59.827733
123,1325454940018499585,fr,2020-11-08 15:07:38.000000,rouennes,"Pour les gens qui savaient pas, votre abonnement à mycanal donne accès à quasiment toute la presse française (hors… https://t.co/buH4vJCvqG","Rennes, Rouen",14,1,2020-11-15 14:04:59.827738
124,1325453064426426378,fr,2020-11-08 15:00:10.000000,cafeyn_fr,"#Confinement : les petits commerces demandent l’interdiction du #BlackFriday, du fait de la concurrence très forte… https://t.co/SQXmJFUUqh",France,0,0,2020-11-15 14:04:59.827743
125,1325449228261462021,fr,2020-11-08 14:44:56.000000,Juliehueb,@jdoreofficiel @cafeyn_fr Bonjour @jdoreofficiel Merci pour le tweet citant @cafeyn_fr . Si vous souhaitez un abonn… https://t.co/wtGnh2FJvC,"Paris, France",0,0,2020-11-15 14:04:59.827748
126,1325433351352807424,fr,2020-11-08 13:41:50.000000,_Le_dornien_,@FTarlet @ERROR54685916 Ne parlons même pas quand elle était procureure : https://t.co/Lht4sTCdOG,Royaume de Dorne ,1,0,2020-11-15 14:04:59.827765
